feature,seuil,gauche,droite,p_NORMAL,p_DOS,p_PROBE,p_R2L,p_U2R
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
36,0.890000,2427,2428,0.786235,0.000000,0.213765,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.130000,2430,2701,0.205369,0.203857,0.202779,0.203112,0.184883
2,0.000000,2431,2628,0.054190,0.499700,0.346192,0.042563,0.057354
26,0.150000,2432,2569,0.029905,0.574238,0.394480,0.001378,0.000000
31,0.120000,2433,2532,0.023642,0.721229,0.253362,0.001766,0.000000
35,0.143750,2434,2513,0.025216,0.950061,0.022382,0.002341,0.000000
31,0.040000,2435,2456,0.105179,0.788562,0.096197,0.010062,0.000000
45,0.000000,2436,2455,0.561052,0.218200,0.220747,0.000000,0.000000
0,0.000685,2437,2452,0.527478,0.234890,0.237632,0.000000,0.000000
4,0.000000,2438,2451,0.532793,0.238562,0.228645,0.000000,0.000000
19,0.080235,2439,2444,0.654462,0.064680,0.280858,0.000000,0.000000
115,0.000000,2440,2443,0.734246,0.041527,0.224227,0.000000,0.000000
37,0.165000,2441,2442,0.761951,0.043094,0.194955,0.000000,0.000000
-1,0.000000,-1,-1,0.770230,0.045176,0.184594,0.000000,0.000000
-1,0.000000,-1,-1,0.590561,0.000000,0.409439,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
19,0.279843,2445,2448,0.171454,0.204847,0.623699,0.000000,0.000000
32,0.040000,2446,2447,0.226054,0.000000,0.773946,0.000000,0.000000
-1,0.000000,-1,-1,0.070394,0.000000,0.929606,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.010000,2449,2450,0.000000,0.848104,0.151896,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.202421,0.797579,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
19,0.001957,2453,2454,0.187506,0.000000,0.812494,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.010000,2457,2478,0.048322,0.859698,0.080663,0.011317,0.000000
23,0.000000,2458,2475,0.005379,0.988405,0.006216,0.000000,0.000000
0,0.000000,2459,2472,0.318604,0.175189,0.506206,0.000000,0.000000
34,0.010000,2460,2465,0.365715,0.223437,0.410848,0.000000,0.000000
8,0.000000,2461,2464,0.350592,0.082252,0.567156,0.000000,0.000000
45,0.000000,2462,2463,0.147308,0.107999,0.744693,0.000000,0.000000
-1,0.000000,-1,-1,0.114705,0.112129,0.773166,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
39,0.000000,2466,2469,0.405465,0.594535,0.000000,0.000000,0.000000
38,0.000000,2467,2468,0.214327,0.785673,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.312553,0.687447,0.000000,0.000000,0.000000
20,0.001957,2470,2471,0.826807,0.173193,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.731756,0.268244,0.000000,0.000000,0.000000
20,0.001957,2473,2474,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
36,0.380000,2476,2477,0.001485,0.998515,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
29,0.039216,2479,2502,0.301080,0.102138,0.518856,0.077925,0.000000
34,0.000000,2480,2495,0.175416,0.060456,0.662655,0.101473,0.000000
36,0.000000,2481,2488,0.136302,0.030653,0.719853,0.113192,0.000000
1,0.000000,2482,2485,0.233351,0.029853,0.524801,0.211994,0.000000
25,0.020000,2483,2484,0.019956,0.000000,0.980044,0.000000,0.000000
-1,0.000000,-1,-1,0.064751,0.000000,0.935249,0.000000,0.000000
-1,0.000000,-1,-1,0.008372,0.000000,0.991628,0.000000,0.000000
29,0.007843,2486,2487,0.423243,0.056418,0.119700,0.400639,0.000000
-1,0.000000,-1,-1,0.222228,0.006650,0.157216,0.613906,0.000000
-1,0.000000,-1,-1,0.800864,0.149912,0.049224,0.000000,0.000000
30,0.040000,2489,2492,0.025119,0.031570,0.943311,0.000000,0.000000
2,0.000000,2490,2491,0.014988,0.000000,0.985012,0.000000,0.000000
-1,0.000000,-1,-1,0.007551,0.000000,0.992449,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,2493,2494,0.254284,0.745716,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
20,0.007828,2496,2501,0.514123,0.318533,0.167344,0.000000,0.000000
37,0.000000,2497,2500,0.699910,0.072273,0.227817,0.000000,0.000000
32,0.020000,2498,2499,0.842267,0.088216,0.069518,0.000000,0.000000
-1,0.000000,-1,-1,0.698682,0.301318,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.901705,0.000000,0.098295,0.000000,0.000000
-1,0.000000,-1,-1,0.054548,0.000000,0.945452,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
28,0.800000,2503,2508,0.716928,0.240075,0.042997,0.000000,0.000000
34,0.040000,2504,2507,0.933109,0.066891,0.000000,0.000000,0.000000
56,0.000000,2505,2506,0.980824,0.019176,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
39,0.000000,2509,2512,0.395112,0.497883,0.107005,0.000000,0.000000
38,0.000000,2510,2511,0.066680,0.768215,0.165105,0.000000,0.000000
-1,0.000000,-1,-1,0.134119,0.533790,0.332091,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
117,0.000000,2514,2531,0.000969,0.999031,0.000000,0.000000,0.000000
32,0.020000,2515,2526,0.000474,0.999526,0.000000,0.000000,0.000000
82,0.000000,2516,2525,0.000158,0.999842,0.000000,0.000000,0.000000
45,0.000000,2517,2524,0.000160,0.999840,0.000000,0.000000,0.000000
21,0.000000,2518,2519,0.000163,0.999837,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
90,0.000000,2520,2523,0.000047,0.999953,0.000000,0.000000,0.000000
67,0.000000,2521,2522,0.000079,0.999921,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000081,0.999919,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
29,0.050980,2527,2530,0.346590,0.653410,0.000000,0.000000,0.000000
19,0.001957,2528,2529,0.209622,0.790378,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.036505,0.963495,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
116,0.000000,2533,2564,0.018809,0.018230,0.962961,0.000000,0.000000
115,0.000000,2534,2563,0.018525,0.012012,0.969463,0.000000,0.000000
32,0.200000,2535,2554,0.045936,0.029784,0.924280,0.000000,0.000000
8,0.000000,2536,2553,0.071452,0.067924,0.860624,0.000000,0.000000
36,0.000000,2537,2544,0.036274,0.070764,0.892963,0.000000,0.000000
61,0.000000,2538,2543,0.468238,0.531762,0.000000,0.000000,0.000000
20,0.086106,2539,2542,0.309822,0.690178,0.000000,0.000000,0.000000
31,0.430000,2540,2541,0.946614,0.053386,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.877464,0.122536,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.070000,2545,2552,0.004403,0.036751,0.958846,0.000000,0.000000
120,0.000000,2546,2549,0.004872,0.016485,0.978643,0.000000,0.000000
45,0.000000,2547,2548,0.003775,0.005535,0.990691,0.000000,0.000000
-1,0.000000,-1,-1,0.002160,0.005544,0.992296,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,2550,2551,0.007372,0.041436,0.951193,0.000000,0.000000
-1,0.000000,-1,-1,0.008452,0.047505,0.944043,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.227123,0.772877,0.000000,0.000000
-1,0.000000,-1,-1,0.912828,0.000000,0.087172,0.000000,0.000000
85,0.000000,2555,2556,0.026009,0.000000,0.973991,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
36,0.000000,2557,2562,0.339748,0.000000,0.660252,0.000000,0.000000
32,0.900000,2558,2559,0.655638,0.000000,0.344362,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.000000,2560,2561,0.513574,0.000000,0.486426,0.000000,0.000000
-1,0.000000,-1,-1,0.655638,0.000000,0.344362,0.000000,0.000000
-1,0.000000,-1,-1,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
25,0.280000,2565,2566,0.055516,0.824205,0.120279,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.911337,0.088663,0.000000,0.000000
21,0.500000,2567,2568,0.580655,0.000000,0.419345,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
34,0.510000,2570,2621,0.052123,0.052740,0.895137,0.000000,0.000000
26,0.670000,2571,2600,0.055438,0.000217,0.944345,0.000000,0.000000
62,0.000000,2572,2599,0.125772,0.000541,0.873687,0.000000,0.000000
24,0.000000,2573,2586,0.126990,0.000546,0.872464,0.000000,0.000000
38,0.000000,2574,2585,0.217533,0.000000,0.782467,0.000000,0.000000
8,0.000000,2575,2584,0.152025,0.000000,0.847975,0.000000,0.000000
85,0.000000,2576,2581,0.096312,0.000000,0.903688,0.000000,0.000000
45,0.000000,2577,2580,0.007861,0.000000,0.992139,0.000000,0.000000
53,0.000000,2578,2579,0.003643,0.000000,0.996357,0.000000,0.000000
-1,0.000000,-1,-1,0.003049,0.000000,0.996951,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000000,2582,2583,0.239032,0.000000,0.760968,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.011765,2587,2596,0.003953,0.001288,0.994759,0.000000,0.000000
2,0.000000,2588,2595,0.003081,0.000000,0.996919,0.000000,0.000000
22,0.000000,2589,2594,0.000882,0.000000,0.999118,0.000000,0.000000
25,0.520000,2590,2591,0.001077,0.000000,0.998923,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
112,0.000000,2592,2593,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
90,0.000000,2597,2598,0.405465,0.594535,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
55,0.000000,2601,2620,0.029728,0.000099,0.970173,0.000000,0.000000
106,0.000000,2602,2619,0.024534,0.000099,0.975367,0.000000,0.000000
28,0.419608,2603,2606,0.013232,0.000101,0.986668,0.000000,0.000000
35,0.000000,2604,2605,0.858640,0.028614,0.112746,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.202421,0.797579,0.000000,0.000000
1,0.000000,2607,2616,0.010251,0.000000,0.989749,0.000000,0.000000
101,0.000000,2608,2615,0.000487,0.000000,0.999513,0.000000,0.000000
28,0.658824,2609,2612,0.000278,0.000000,0.999722,0.000000,0.000000
25,0.280000,2610,2611,0.006742,0.000000,0.993258,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.079649,0.000000,0.920351,0.000000,0.000000
1,0.000000,2613,2614,0.000142,0.000000,0.999858,0.000000,0.000000
-1,0.000000,-1,-1,0.000148,0.000000,0.999852,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
25,0.280000,2617,2618,0.924750,0.000000,0.075250,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.856557,0.000000,0.143443,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.120000,2622,2627,0.002229,0.843235,0.154536,0.000000,0.000000
61,0.000000,2623,2624,0.002636,0.997364,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
8,0.000000,2625,2626,0.061913,0.938087,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
18,0.000000,2629,2690,0.216996,0.000000,0.022472,0.318672,0.441860
101,0.000000,2630,2675,0.306556,0.000000,0.032906,0.013526,0.647013
0,0.000685,2631,2666,0.601499,0.000000,0.071354,0.030958,0.296189
6,0.000000,2632,2663,0.415748,0.000000,0.104807,0.000000,0.479446
23,0.000000,2633,2662,0.804721,0.000000,0.195279,0.000000,0.000000
36,0.030000,2634,2653,0.892826,0.000000,0.107174,0.000000,0.000000
26,0.670000,2635,2644,0.960015,0.000000,0.039985,0.000000,0.000000
59,0.000000,2636,2641,0.980834,0.000000,0.019166,0.000000,0.000000
29,0.003922,2637,2640,0.989196,0.000000,0.010804,0.000000,0.000000
32,0.000000,2638,2639,0.923757,0.000000,0.076243,0.000000,0.000000
-1,0.000000,-1,-1,0.881553,0.000000,0.118447,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.027451,2642,2643,0.968732,0.000000,0.031268,0.000000,0.000000
-1,0.000000,-1,-1,0.939041,0.000000,0.060959,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
95,0.000000,2645,2652,0.784239,0.000000,0.215761,0.000000,0.000000
2,0.000000,2646,2649,0.688165,0.000000,0.311835,0.000000,0.000000
32,0.000000,2647,2648,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
88,0.000000,2650,2651,0.809181,0.000000,0.190819,0.000000,0.000000
-1,0.000000,-1,-1,0.707874,0.000000,0.292126,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000000,2654,2655,0.595341,0.000000,0.404659,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.040000,2656,2661,0.886961,0.000000,0.113039,0.000000,0.000000
31,0.060000,2657,2658,0.641389,0.000000,0.358611,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
95,0.000000,2659,2660,0.287680,0.000000,0.712320,0.000000,0.000000
-1,0.000000,-1,-1,0.302022,0.000000,0.697978,0.000000,0.000000
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.079649,0.000000,0.920351,0.000000,0.000000
19,0.001957,2664,2665,0.003052,0.000000,0.008817,0.000000,0.988131
-1,0.000000,-1,-1,0.003079,0.000000,0.000000,0.000000,0.996921
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
2,0.000005,2667,2668,0.901720,0.000000,0.017285,0.080995,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,2669,2674,0.171500,0.000000,0.145713,0.682787,0.000000
29,0.003922,2670,2673,0.123087,0.000000,0.000000,0.876913,0.000000
42,0.000000,2671,2672,0.062343,0.000000,0.000000,0.937657,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.341781,0.000000,0.658219,0.000000,0.000000
1,0.000000,2676,2683,0.077721,0.000000,0.003076,0.000000,0.919204
21,0.000000,2677,2680,0.939678,0.000000,0.060322,0.000000,0.000000
19,0.003914,2678,2679,0.958066,0.000000,0.041934,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.079649,0.000000,0.920351,0.000000,0.000000
26,0.000000,2681,2682,0.509444,0.000000,0.490556,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
12,0.000000,2684,2685,0.031412,0.000000,0.000000,0.000000,0.968588
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000005,2686,2687,0.007092,0.000000,0.000000,0.000000,0.992908
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,0.000000,1.000000
13,0.000000,2688,2689,0.014084,0.000000,0.000000,0.000000,0.985916
-1,0.000000,-1,-1,0.004229,0.000000,0.000000,0.000000,0.995771
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000002,2691,2698,0.024103,0.000000,0.000000,0.975897,0.000000
34,0.000000,2692,2697,0.014560,0.000000,0.000000,0.985440,0.000000
33,0.000000,2693,2696,0.439173,0.000000,0.000000,0.560827,0.000000
30,0.010000,2694,2695,0.388502,0.000000,0.000000,0.611498,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.002946,0.000000,0.000000,0.997054,0.000000
0,0.000685,2699,2700,0.404640,0.000000,0.000000,0.595360,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.117369,0.000000,0.000000,0.882631,0.000000
61,0.000000,2702,2911,0.284270,0.049455,0.127931,0.286904,0.251441
8,0.000000,2703,2802,0.369700,0.063325,0.177993,0.138104,0.250878
30,0.700000,2704,2751,0.237615,0.139463,0.452328,0.084996,0.085598
20,0.003914,2705,2736,0.136990,0.603200,0.239252,0.020558,0.000000
53,0.000000,2706,2735,0.434907,0.149787,0.312626,0.102681,0.000000
32,0.110000,2707,2722,0.363805,0.168633,0.351961,0.115600,0.000000
116,0.000000,2708,2715,0.412504,0.329593,0.007136,0.250768,0.000000
120,0.000000,2709,2710,0.583873,0.000000,0.011513,0.404614,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.001957,2711,2714,0.447301,0.000000,0.015292,0.537407,0.000000
101,0.000000,2712,2713,0.372572,0.000000,0.017359,0.610069,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.041318,0.000000,0.026524,0.932158,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
95,0.000000,2716,2717,0.133174,0.866826,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
28,0.419608,2718,2721,0.874849,0.125151,0.000000,0.000000,0.000000
22,0.500000,2719,2720,0.605440,0.394560,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
84,0.000000,2723,2734,0.322156,0.030976,0.646868,0.000000,0.000000
106,0.000000,2724,2733,0.221887,0.035558,0.742556,0.000000,0.000000
2,0.000000,2725,2732,0.125384,0.039968,0.834648,0.000000,0.000000
21,0.000000,2726,2729,0.090684,0.041553,0.867762,0.000000,0.000000
56,0.000000,2727,2728,0.089963,0.029787,0.880250,0.000000,0.000000
-1,0.000000,-1,-1,0.093122,0.004405,0.902474,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.752814,0.247186,0.000000,0.000000
33,0.000000,2730,2731,0.120661,0.530777,0.348562,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,2737,2750,0.062411,0.716704,0.220885,0.000000,0.000000
32,0.900000,2738,2749,0.030510,0.736781,0.232709,0.000000,0.000000
30,0.510000,2739,2748,0.037178,0.897817,0.065005,0.000000,0.000000
106,0.000000,2740,2747,0.008063,0.915407,0.076530,0.000000,0.000000
56,0.000000,2741,2746,0.005007,0.918228,0.076766,0.000000,0.000000
22,0.000000,2742,2745,0.006124,0.899984,0.093892,0.000000,0.000000
2,0.000000,2743,2744,0.019324,0.684390,0.296286,0.000000,0.000000
-1,0.000000,-1,-1,0.004566,0.700826,0.294608,0.000000,0.000000
-1,0.000000,-1,-1,0.633812,0.000000,0.366188,0.000000,0.000000
